Name|Index|Order|p2_Variant|Set_(Layered)_Id|P3_Type|P4_Equip_slot|Defense|Model_Id_1|Model_Id_2|Icon_Color|Icon_Effect|Rarity|Cost|Fire_Res|Water_Res|Ice_Res|Thunder_Res|Dragon_Res|Slot_Count|Slot_1_Size|Slot_2_Size|Slot_3_Size|Set_Skill_1|Set_Skill_1_Level|Hidden_Skill|Hidden_Skill_Level|Skill_1|Skill_1_Level|Skill_2|Skill_2_Level|Skill_3|Skill_3_Level|Gender|P1_Set_Group|Is_Permanent|Description
Leather Headgear|3089|0|Low_Rank|667|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|717|False|Leather Headgear
HARDUMMY|3090|0|Alpha|668|Layered|Legs|0|68|20|0|0|11|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|718|False|Unavailable
Rimeguard γ+ Layered Legs|3091|0|Alpha|669|Layered|Legs|0|85|20|0|0|11|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|719|False|Unavailable
Tentacle γ+ Layered Legs|3092|0|Alpha|670|Layered|Legs|0|86|20|0|0|11|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|720|False|Unavailable
Leather Headgear|3093|0|Low_Rank|671|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|721|False|Leather Headgear
Buff Body γ+ Layered Legs|3094|0|Alpha|672|Layered|Legs|0|115|1|0|0|11|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|722|False|Unavailable
Innerwear αLayered Legs|3095|0|Alpha|673|Layered|Legs|0|500|0|0|0|11|4000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|723|False|Unavailable
Innerwear βLayered Legs|3096|0|Alpha|675|Layered|Legs|0|501|0|0|0|11|4000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|724|False|Unavailable
Artemis Greaves α+|3097|815|Alpha|676|Regular|Legs|140|133|0|0|0|10|12000|2|2|1|1|2|1|4|0|0|224: New World|1|0: --------|0|4: Stun Resistance|3|1: Poison Resistance|2|0: --------|0|Unisex|725|False|Armor inspired by a brave warrior from another world. Imbued with the courage to face any hardship.
Artemis Layered Legs|3098|0|Alpha|677|Layered|Legs|0|133|0|0|0|10|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|726|False|Unavailable
Artemis's Legs α+|3099|0|Low_Rank|678|Full_Set|Legs|140|132|10|0|0|10|60000|2|2|1|1|2|1|4|0|0|224: New World|1|0: --------|0|4: Stun Resistance|3|1: Poison Resistance|2|0: --------|0|Unisex|727|False|A capable warrior who overcomes adversity with her wits. A trained combat expert. <STYL MOJI_YELLOW_DEFAULT>(Full Armor Set)</STYL>
Leather Headgear|3100|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|728|False|Leather Headgear
Leather Headgear|3101|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|729|False|Leather Headgear
Leather Headgear|3102|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|730|False|Leather Headgear
Leather Headgear|3103|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|731|False|Leather Headgear
Leather Headgear|3104|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|732|False|Leather Headgear
Leather Headgear|3105|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|733|False|Leather Headgear
Leather Headgear|3106|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|734|False|Leather Headgear
Leather Headgear|3107|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|735|False|Leather Headgear
Leather Headgear|3108|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|736|False|Leather Headgear
Leather Headgear|3109|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|737|False|Leather Headgear
Leather Headgear|3110|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|738|False|Leather Headgear
Leather Headgear|3111|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|739|False|Leather Headgear
Leather Headgear|3112|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|740|False|Leather Headgear
Leather Headgear|3113|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|741|False|Leather Headgear
Leather Headgear|3114|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|742|False|Leather Headgear
Leather Headgear|3115|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|743|False|Leather Headgear
Leather Headgear|3116|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|744|False|Leather Headgear
Leather Headgear|3117|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|745|False|Leather Headgear
Leather Headgear|3118|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|746|False|Leather Headgear
Leather Headgear|3119|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|747|False|Leather Headgear
Leather Headgear|3120|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|748|False|Leather Headgear
Leather Headgear|3121|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|749|False|Leather Headgear
Leather Headgear|3122|0|Low_Rank|0|Regular|Legs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|None|750|False|Leather Headgear
Fair Wind Charm|3123|4|Low_Rank|0|Regular|Charm|0|1|0|4|4|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|19: Attack Boost|1|97: Divine Blessing|1|0: --------|0|Unisex|203|True|A charm that enhances the Attack Boost and Divine Blessing skills.
Unavailable|3124|0|Low_Rank|0|Regular|Charm|0|0|0|6|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|204|False|Unavailable
Unavailable|3125|0|Low_Rank|0|Regular|Charm|0|0|0|6|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|205|False|Unavailable
Unavailable|3126|0|Low_Rank|0|Regular|Charm|0|0|0|6|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|206|False|Unavailable
Unavailable|3127|0|Low_Rank|0|Regular|Charm|0|0|0|6|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|207|False|Unavailable
Poison Charm I|3128|5|Low_Rank|0|Regular|Charm|0|0|0|6|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|1: Poison Resistance|1|0: --------|0|0: --------|0|Unisex|0|False|A charm that enhances the Poison Resistance skill.
Poison Charm II|3129|6|Alpha|0|Regular|Charm|0|0|0|6|0|4|6000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|1: Poison Resistance|2|0: --------|0|0: --------|0|Unisex|1|False|A charm that enhances the Poison Resistance skill.
Poison Charm III|3130|7|Alpha|0|Regular|Charm|0|0|0|6|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|1: Poison Resistance|3|0: --------|0|0: --------|0|Unisex|2|False|A charm that enhances the Poison Resistance skill.
Attack Charm I|3131|8|Low_Rank|0|Regular|Charm|0|0|0|2|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|19: Attack Boost|1|0: --------|0|0: --------|0|Unisex|3|False|A charm that enhances the Attack Boost skill.
Attack Charm II|3132|9|Alpha|0|Regular|Charm|0|0|0|2|0|4|6000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|19: Attack Boost|2|0: --------|0|0: --------|0|Unisex|4|False|A charm that enhances the Attack Boost skill.
Attack Charm III|3133|10|Alpha|0|Regular|Charm|0|0|0|2|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|19: Attack Boost|3|0: --------|0|0: --------|0|Unisex|5|False|A charm that enhances the Attack Boost skill.
Defense Charm I|3134|13|Low_Rank|0|Regular|Charm|0|0|0|7|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|20: Defense Boost|1|0: --------|0|0: --------|0|Unisex|6|False|A charm that enhances the Defense Boost skill.
Defense Charm II|3135|14|Alpha|0|Regular|Charm|0|0|0|7|0|4|6000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|20: Defense Boost|2|0: --------|0|0: --------|0|Unisex|7|False|A charm that enhances the Defense Boost skill.
Defense Charm III|3136|15|Alpha|0|Regular|Charm|0|0|0|7|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|20: Defense Boost|3|0: --------|0|0: --------|0|Unisex|8|False|A charm that enhances the Defense Boost skill.
Paralysis Charm I|3137|18|Low_Rank|0|Regular|Charm|0|0|0|5|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|2: Paralysis Resistance|1|0: --------|0|0: --------|0|Unisex|9|False|A charm that enhances the Paralysis Resistance skill.
Paralysis Charm II|3138|19|Alpha|0|Regular|Charm|0|0|0|5|0|4|6000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|2: Paralysis Resistance|2|0: --------|0|0: --------|0|Unisex|10|False|A charm that enhances the Paralysis Resistance skill.
Paralysis Charm III|3139|20|Alpha|0|Regular|Charm|0|0|0|5|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|2: Paralysis Resistance|3|0: --------|0|0: --------|0|Unisex|11|False|A charm that enhances the Paralysis Resistance skill.
Sleep Charm I|3140|21|Low_Rank|0|Regular|Charm|0|0|0|4|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|3: Sleep Resistance|1|0: --------|0|0: --------|0|Unisex|12|False|A charm that enhances the Sleep Resistance skill.
Sleep Charm II|3141|22|Alpha|0|Regular|Charm|0|0|0|4|0|4|6000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|3: Sleep Resistance|2|0: --------|0|0: --------|0|Unisex|13|False|A charm that enhances the Sleep Resistance skill.
Sleep Charm III|3142|23|Alpha|0|Regular|Charm|0|0|0|4|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|3: Sleep Resistance|3|0: --------|0|0: --------|0|Unisex|14|False|A charm that enhances the Sleep Resistance skill.
Stun Charm I|3143|24|Low_Rank|0|Regular|Charm|0|0|0|5|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|4: Stun Resistance|1|0: --------|0|0: --------|0|Unisex|15|False|A charm that enhances the Stun Resistance skill.
Stun Charm II|3144|25|Alpha|0|Regular|Charm|0|0|0|5|0|4|6000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|4: Stun Resistance|2|0: --------|0|0: --------|0|Unisex|16|False|A charm that enhances the Stun Resistance skill.
Stun Charm III|3145|26|Alpha|0|Regular|Charm|0|0|0|5|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|4: Stun Resistance|3|0: --------|0|0: --------|0|Unisex|17|False|A charm that enhances the Stun Resistance skill.
Blast Charm I|3146|176|Alpha|0|Regular|Charm|0|0|0|7|0|4|6000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|6: Blast Resistance|1|0: --------|0|0: --------|0|Unisex|18|False|A charm that enhances the Blast Resistance skill.
Blast Charm II|3147|177|Alpha|0|Regular|Charm|0|0|0|7|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|6: Blast Resistance|2|0: --------|0|0: --------|0|Unisex|19|False|A charm that enhances the Blast Resistance skill.
Blast Charm III|3148|178|Alpha|0|Regular|Charm|0|0|0|7|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|6: Blast Resistance|3|0: --------|0|0: --------|0|Unisex|20|False|A charm that enhances the Blast Resistance skill.
Bleed Charm I|3149|143|Low_Rank|0|Regular|Charm|0|0|0|7|0|3|3000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|7: Bleeding Resistance|1|0: --------|0|0: --------|0|Unisex|21|False|A charm that enhances the Bleeding Resistance skill.
Bleed Charm II|3150|144|Alpha|0|Regular|Charm|0|0|0|7|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|7: Bleeding Resistance|2|0: --------|0|0: --------|0|Unisex|22|False|A charm that enhances the Bleeding Resistance skill.
Bleed Charm III|3151|145|Alpha|0|Regular|Charm|0|0|0|7|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|7: Bleeding Resistance|3|0: --------|0|0: --------|0|Unisex|23|False|A charm that enhances the Bleeding Resistance skill.
Guard Charm I|3152|229|Alpha|0|Regular|Charm|0|0|0|7|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|8: Iron Skin|1|0: --------|0|0: --------|0|Unisex|24|False|A charm that enhances the Iron Skin skill.
Guard Charm II|3153|230|Alpha|0|Regular|Charm|0|0|0|7|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|8: Iron Skin|2|0: --------|0|0: --------|0|Unisex|25|False|A charm that enhances the Iron Skin skill.
Guard Charm III|3154|231|Alpha|0|Regular|Charm|0|0|0|7|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|8: Iron Skin|3|0: --------|0|0: --------|0|Unisex|26|False|A charm that enhances the Iron Skin skill.
Unavailable|3155|0|Low_Rank|0|Regular|Charm|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|27|False|Unavailable
Unavailable|3156|0|Low_Rank|0|Regular|Charm|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|28|False|Unavailable
Unavailable|3157|0|Low_Rank|0|Regular|Charm|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|29|False|Unavailable
Earplugs Charm I|3158|232|Alpha|0|Regular|Charm|0|0|0|1|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|11: Earplugs|1|0: --------|0|0: --------|0|Unisex|30|False|A charm that enhances the Earplugs skill.
Earplugs Charm II|3159|233|Alpha|0|Regular|Charm|0|0|0|1|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|11: Earplugs|2|0: --------|0|0: --------|0|Unisex|258|False|A charm that enhances the Earplugs skill.
Earplugs Charm III|3160|234|Alpha|0|Regular|Charm|0|0|0|1|0|7|16000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|11: Earplugs|3|0: --------|0|0: --------|0|Unisex|259|False|A charm that enhances the Earplugs skill.
Windproof Charm I|3161|27|Low_Rank|0|Regular|Charm|0|0|0|1|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|12: Windproof|1|0: --------|0|0: --------|0|Unisex|31|False|A charm that enhances the Windproof skill.
Windproof Charm II|3162|28|Alpha|0|Regular|Charm|0|0|0|1|0|4|6000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|12: Windproof|2|0: --------|0|0: --------|0|Unisex|260|False|A charm that enhances the Windproof skill.
Windproof Charm III|3163|29|Alpha|0|Regular|Charm|0|0|0|1|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|12: Windproof|3|0: --------|0|0: --------|0|Unisex|261|False|A charm that enhances the Windproof skill.
Tremor Charm I|3164|237|Alpha|0|Regular|Charm|0|0|0|8|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|13: Tremor Resistance|1|0: --------|0|0: --------|0|Unisex|32|False|A charm that enhances the Tremor Resistance skill.
Tremor Charm II|3165|238|Alpha|0|Regular|Charm|0|0|0|8|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|13: Tremor Resistance|2|0: --------|0|0: --------|0|Unisex|33|False|A charm that enhances the Tremor Resistance skill.
Health Charm I|3166|32|Low_Rank|0|Regular|Charm|0|0|0|3|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|21: Health Boost|1|0: --------|0|0: --------|0|Unisex|34|False|A charm that enhances the Health Boost skill.
Health Charm II|3167|33|Alpha|0|Regular|Charm|0|0|0|3|0|4|6000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|21: Health Boost|2|0: --------|0|0: --------|0|Unisex|35|False|A charm that enhances the Health Boost skill.
Health Charm III|3168|34|Alpha|0|Regular|Charm|0|0|0|3|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|21: Health Boost|3|0: --------|0|0: --------|0|Unisex|36|False|A charm that enhances the Health Boost skill.
Recovery Charm I|3169|35|Low_Rank|0|Regular|Charm|0|0|0|3|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|22: Recovery Up|1|0: --------|0|0: --------|0|Unisex|37|False|A charm that enhances the Recovery Up skill.
Recovery Charm II|3170|36|Alpha|0|Regular|Charm|0|0|0|3|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|22: Recovery Up|2|0: --------|0|0: --------|0|Unisex|38|False|A charm that enhances the Recovery Up skill.
Recovery Charm III|3171|37|Alpha|0|Regular|Charm|0|0|0|3|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|22: Recovery Up|3|0: --------|0|0: --------|0|Unisex|39|False|A charm that enhances the Recovery Up skill.
Speed Heal Charm I|3172|146|Low_Rank|0|Regular|Charm|0|0|0|3|0|3|3000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|23: Recovery Speed|1|0: --------|0|0: --------|0|Unisex|40|False|A charm that enhances the Recovery Speed skill.
Speed Heal Charm III|3173|148|Alpha|0|Regular|Charm|0|0|0|3|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|23: Recovery Speed|3|0: --------|0|0: --------|0|Unisex|264|False|A charm that enhances the Recovery Speed skill.
Speed Heal Charm II|3174|147|Alpha|0|Regular|Charm|0|0|0|3|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|23: Recovery Speed|2|0: --------|0|0: --------|0|Unisex|41|False|A charm that enhances the Recovery Speed skill.
Fire Charm I|3175|38|Low_Rank|0|Regular|Charm|0|0|0|2|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|24: Fire Resistance|1|0: --------|0|0: --------|0|Unisex|42|False|A charm that enhances the Fire Resistance skill.
Fire Charm II|3176|39|Alpha|0|Regular|Charm|0|0|0|2|0|4|6000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|24: Fire Resistance|2|0: --------|0|0: --------|0|Unisex|43|False|A charm that enhances the Fire Resistance skill.
Fire Charm III|3177|40|Alpha|0|Regular|Charm|0|0|0|2|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|24: Fire Resistance|3|0: --------|0|0: --------|0|Unisex|44|False|A charm that enhances the Fire Resistance skill.
Water Charm I|3178|41|Low_Rank|0|Regular|Charm|0|0|0|4|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|25: Water Resistance|1|0: --------|0|0: --------|0|Unisex|45|False|A charm that enhances the Water Resistance skill.
Water Charm II|3179|42|Alpha|0|Regular|Charm|0|0|0|4|0|4|6000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|25: Water Resistance|2|0: --------|0|0: --------|0|Unisex|46|False|A charm that enhances the Water Resistance skill.
Water Charm III|3180|43|Alpha|0|Regular|Charm|0|0|0|4|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|25: Water Resistance|3|0: --------|0|0: --------|0|Unisex|47|False|A charm that enhances the Water Resistance skill.
Ice Charm I|3181|149|Low_Rank|0|Regular|Charm|0|0|0|4|0|3|3000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|26: Ice Resistance|1|0: --------|0|0: --------|0|Unisex|48|False|A charm that enhances the Ice Resistance skill.
Ice Charm II|3182|150|Alpha|0|Regular|Charm|0|0|0|4|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|26: Ice Resistance|2|0: --------|0|0: --------|0|Unisex|49|False|A charm that enhances the Ice Resistance skill.
Ice Charm III|3183|151|Alpha|0|Regular|Charm|0|0|0|4|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|26: Ice Resistance|3|0: --------|0|0: --------|0|Unisex|50|False|A charm that enhances the Ice Resistance skill.
Thunder Charm I|3184|44|Low_Rank|0|Regular|Charm|0|0|0|5|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|27: Thunder Resistance|1|0: --------|0|0: --------|0|Unisex|51|False|A charm that enhances the Thunder Resistance skill.
Thunder Charm II|3185|45|Alpha|0|Regular|Charm|0|0|0|5|0|4|6000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|27: Thunder Resistance|2|0: --------|0|0: --------|0|Unisex|52|False|A charm that enhances the Thunder Resistance skill.
Thunder Charm III|3186|46|Alpha|0|Regular|Charm|0|0|0|5|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|27: Thunder Resistance|3|0: --------|0|0: --------|0|Unisex|53|False|A charm that enhances the Thunder Resistance skill.
Dragon Charm I|3187|179|Alpha|0|Regular|Charm|0|0|0|2|0|4|6000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|28: Dragon Resistance|1|0: --------|0|0: --------|0|Unisex|54|False|A charm that enhances the Dragon Resistance skill.
Dragon Charm II|3188|180|Alpha|0|Regular|Charm|0|0|0|2|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|28: Dragon Resistance|2|0: --------|0|0: --------|0|Unisex|55|False|A charm that enhances the Dragon Resistance skill.
Dragon Charm III|3189|181|Alpha|0|Regular|Charm|0|0|0|2|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|28: Dragon Resistance|3|0: --------|0|0: --------|0|Unisex|56|False|A charm that enhances the Dragon Resistance skill.
Blight Charm I|3190|152|Low_Rank|0|Regular|Charm|0|0|0|6|0|3|3000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|29: Blight Resistance|1|0: --------|0|0: --------|0|Unisex|57|False|A charm that enhances the Blight Resistance skill.
Blight Charm II|3191|153|Alpha|0|Regular|Charm|0|0|0|6|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|29: Blight Resistance|2|0: --------|0|0: --------|0|Unisex|58|False|A charm that enhances the Blight Resistance skill.
Blight Charm III|3192|154|Alpha|0|Regular|Charm|0|0|0|6|0|7|16000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|29: Blight Resistance|3|0: --------|0|0: --------|0|Unisex|59|False|A charm that enhances the Blight Resistance skill.
Blaze Charm I|3193|47|Low_Rank|0|Regular|Charm|0|0|0|2|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|30: Fire Attack|1|0: --------|0|0: --------|0|Unisex|60|False|A charm that enhances the Fire Attack skill.
Blaze Charm II|3194|48|Alpha|0|Regular|Charm|0|0|0|2|0|5|9000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|30: Fire Attack|2|0: --------|0|0: --------|0|Unisex|61|False|A charm that enhances the Fire Attack skill.
Blaze Charm III|3195|49|Alpha|0|Regular|Charm|0|0|0|2|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|30: Fire Attack|3|0: --------|0|0: --------|0|Unisex|62|False|A charm that enhances the Fire Attack skill.
Flood Charm I|3196|52|Low_Rank|0|Regular|Charm|0|0|0|4|0|2|1500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|31: Water Attack|1|0: --------|0|0: --------|0|Unisex|63|False|A charm that enhances the Water Attack skill.
Flood Charm II|3197|53|Alpha|0|Regular|Charm|0|0|0|4|0|4|6000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|31: Water Attack|2|0: --------|0|0: --------|0|Unisex|64|False|A charm that enhances the Water Attack skill.
Flood Charm III|3198|54|Alpha|0|Regular|Charm|0|0|0|4|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|31: Water Attack|3|0: --------|0|0: --------|0|Unisex|65|False|A charm that enhances the Water Attack skill.
